,LOAN_NUMBER,LOAN_ORIG_DATE,LENDER_INST_TYPE_DESCRIPTION,LTV,FICO_SCORE,CURRENT_BALANCE,Loan_to_Value_Cohorts,FICO_Score_Category,LOAN_AGE,Loan_Age_Cohorts
1818,30329024,2011-01-19,Credit Unions,95.0,803,131100,>90% and <= 95%,>=800,23.58980677221298,20-29 Months
1819,27209242,2011-04-19,Community Banks,95.0,803,269325,>90% and <= 95%,>=800,20.632867204665395,20-29 Months
1820,30657236,2012-07-16,Bank Owned Mortgage Company - National,95.0,803,363850,>90% and <= 95%,>=800,5.716749830592004,0-9 Months
1821,14992865,2010-12-22,Mortgage Banker - Bank Owned,82.1699981689453,804,105177,<=85%,>=800,24.50974352656112,20-29 Months
1822,17797669,2012-09-28,Mortgage Banker - (Large),85.0,804,297500,<=85%,>=800,3.2854884083862093,0-9 Months
1823,26102386,2010-12-15,Mortgage Banker - Bank Owned,85.0,804,403750,<=85%,>=800,24.739727715148156,20-29 Months
1824,27846540,2012-11-08,Mortgage Banker - Bank Owned,87.7900009155273,804,417000,>85% and <= 90%,>=800,1.9384381609478634,0-9 Months
1825,18288585,2010-02-18,Mortgage Banker - Bank Owned,87.9899978637695,804,126660,>85% and <= 90%,>=800,34.596192940306786,30-39 Months
1826,25534110,2010-09-17,Credit Unions,88.1699981689453,804,275100,>85% and <= 90%,>=800,27.66381239861188,20-29 Months
1827,32684618,2011-12-29,Credit Unions,89.2300033569336,804,190945,>85% and <= 90%,>=800,12.287726647364423,10-19 Months
1828,29070464,2012-01-06,Community Banks,89.2600021362305,804,187455,>85% and <= 90%,>=800,12.024887574693526,10-19 Months
1829,23950778,2011-04-22,Community Banks,89.6600036621094,804,130000,>85% and <= 90%,>=800,20.534302552413806,20-29 Months
1830,25359499,2012-03-01,Mortgage Banker - Bank Owned,90.0,804,109800,>85% and <= 90%,>=800,10.21786895008111,10-19 Months
1831,24080519,2012-03-02,Mortgage Banker - Bank Owned,90.0,804,124200,>85% and <= 90%,>=800,10.18501406599725,10-19 Months
1832,29872759,2010-05-19,Mortgage Banker - Bank Owned,90.0,804,165600,>85% and <= 90%,>=800,31.639253372759192,30-39 Months
1833,27082161,2009-07-16,Mortgage Banker - Bank Owned,90.0,804,202500,>85% and <= 90%,>=800,41.725702786504854,>=40 Months
1834,21170734,2012-06-15,Bank Owned Mortgage Company - National,90.0,804,210600,>85% and <= 90%,>=800,6.735251237191728,0-9 Months
1835,17671333,2012-07-23,Mortgage Banker - (Large),90.0,804,247500,>85% and <= 90%,>=800,5.486765642004969,0-9 Months
1836,32171576,2011-02-25,Credit Unions,90.0,804,247500,>85% and <= 90%,>=800,22.374176061110084,20-29 Months
1837,18037804,2012-11-16,Credit Unions,90.0,804,416700,>85% and <= 90%,>=800,1.6755990882769667,0-9 Months
1838,27132016,2011-09-12,Mortgage Banker - Bank Owned,93.5899963378906,804,168750,>90% and <= 95%,>=800,15.836054128421528,10-19 Months
1839,31960041,2011-08-16,Mortgage Banker - (Large),95.0,804,83600,>90% and <= 95%,>=800,16.723135998685805,10-19 Months
1840,33920778,2011-04-21,Community Banks,95.0,804,129105,>90% and <= 95%,>=800,20.56715743649767,20-29 Months
1841,22750523,2012-01-27,Community Banks,95.0,804,159600,>90% and <= 95%,>=800,11.33493500893242,10-19 Months
1842,24218612,2012-05-24,Mortgage Banker - Bank Owned,95.0,804,166250,>90% and <= 95%,>=800,7.4580586870366945,0-9 Months
1843,18147683,2011-08-05,Community Banks,82.8499984741211,805,144900,<=85%,>=800,17.084539723608287,10-19 Months
1844,33609252,2012-01-30,Credit Unions,84.75,805,127120,<=85%,>=800,11.236370356680835,10-19 Months
1845,23743806,2010-12-17,Community Banks,87.8600006103516,805,123000,>85% and <= 90%,>=800,24.67401794698043,20-29 Months
1846,33145836,2011-10-26,Mortgage Banker - Bank Owned,88.7099990844727,805,275000,>85% and <= 90%,>=800,14.390439228731596,10-19 Months
1847,26636080,2010-03-03,Credit Unions,89.129997253418,805,205000,>85% and <= 90%,>=800,34.169079447216575,30-39 Months
1848,29084273,2011-10-31,Mortgage Banker - Bank Owned,90.0,805,75600,>85% and <= 90%,>=800,14.226164808312285,10-19 Months
1849,29527398,2012-06-29,Credit Unions,90.0,805,472500,>85% and <= 90%,>=800,6.27528286001766,0-9 Months
1850,30237965,2011-03-17,Mortgage Banker - Bank Owned,92.2600021362305,805,155000,>90% and <= 95%,>=800,21.71707837943284,20-29 Months
1851,27429940,2012-03-29,Bank Owned Mortgage Company - National,95.0,805,161500,>90% and <= 95%,>=800,9.297932195732972,0-9 Months
1852,19190005,2010-06-22,Credit Unions,95.0,805,161500,>90% and <= 95%,>=800,30.52218731390788,30-39 Months
1853,27323465,2012-01-06,Community Banks,95.0,805,178600,>90% and <= 95%,>=800,12.024887574693526,10-19 Months
1854,22208892,2011-01-21,Community Banks,95.0,805,294500,>90% and <= 95%,>=800,23.524097004045256,20-29 Months
1855,16201633,2012-04-30,Credit Unions,84.5999984741211,806,253800,<=85%,>=800,8.246575905049385,0-9 Months
1856,17443210,2012-04-09,Credit Unions,84.9000015258789,806,43300,<=85%,>=800,8.936528470810488,0-9 Months
1857,27937943,2010-12-22,Community Banks,86.620002746582,806,112600,>85% and <= 90%,>=800,24.50974352656112,20-29 Months
1858,16141769,2012-03-16,Community Banks,87.3199996948242,806,179000,>85% and <= 90%,>=800,9.72504568882318,0-9 Months
1859,20290640,2012-03-29,Community Banks,90.0,806,234000,>85% and <= 90%,>=800,9.297932195732972,0-9 Months
1860,30255341,2010-08-09,Credit Unions,92.0899963378906,806,235750,>90% and <= 95%,>=800,28.945152877882503,20-29 Months
1861,24163711,2011-06-01,Mortgage Banker - (Large),94.879997253418,806,204000,>90% and <= 95%,>=800,19.220107189059323,10-19 Months
1862,29625700,2012-06-01,Credit Unions,95.0,806,168150,>90% and <= 95%,>=800,7.195219614365798,0-9 Months
1863,28886174,2012-04-27,Mortgage Banker - Bank Owned,95.0,806,208050,>90% and <= 95%,>=800,8.34514055730097,0-9 Months
1864,24364681,2011-04-20,Mortgage Banker - Bank Owned,95.0,806,216600,>90% and <= 95%,>=800,20.60001232058153,20-29 Months
1865,25359424,2012-10-15,Community Banks,81.9400024414063,807,254000,<=85%,>=800,2.7269553789605534,0-9 Months
1866,22429018,2009-11-06,Mortgage Banker - Bank Owned,83.8600006103516,807,243200,<=85%,>=800,38.01310088502844,30-39 Months
1867,22508922,2011-10-24,Mortgage Banker - Bank Owned,84.9899978637695,807,219900,<=85%,>=800,14.456148996899321,10-19 Months
1868,20823514,2011-10-28,Mortgage Banker - Bank Owned,85.0,807,199750,<=85%,>=800,14.324729460563871,10-19 Months
1869,21518403,2012-02-22,Community Banks,87.0999984741211,807,130650,>85% and <= 90%,>=800,10.480708022752006,10-19 Months
1870,23940971,2012-04-24,Mortgage Banker - Bank Owned,88.5699996948242,807,77500,>85% and <= 90%,>=800,8.443705209552558,0-9 Months
1871,20130748,2011-11-08,Mortgage Banker - (Large),88.879997253418,807,151100,>85% and <= 90%,>=800,13.963325735641389,10-19 Months
1872,30227620,2011-04-20,Bank Owned Mortgage Company - National,90.0,807,211500,>85% and <= 90%,>=800,20.60001232058153,20-29 Months
1873,30252555,2012-06-06,Mortgage Banker - Bank Owned,90.0,807,257277,>85% and <= 90%,>=800,7.030945193946487,0-9 Months
1874,27085829,2012-08-24,Mortgage Banker - Bank Owned,90.0,807,304200,>85% and <= 90%,>=800,4.435409351321383,0-9 Months
1875,16819755,2010-12-01,Bank Owned Mortgage Company - National,90.0,807,387000,>85% and <= 90%,>=800,25.199696092322224,20-29 Months
1876,24703165,2012-05-25,Community Banks,94.4199981689453,807,207344,>90% and <= 95%,>=800,7.425203802952833,0-9 Months
1877,32138111,2010-12-02,Mortgage Banker - (Large),95.0,807,93575,>90% and <= 95%,>=800,25.166841208238363,20-29 Months
1878,29592817,2012-06-20,Mortgage Banker - Bank Owned,81.9899978637695,808,446000,<=85%,>=800,6.5709768167724185,0-9 Months
1879,31102714,2012-07-24,Mortgage Banker - Bank Owned,82.9800033569336,808,390000,<=85%,>=800,5.453910757921107,0-9 Months
1880,18824900,2012-04-20,Community Banks,83.5599975585938,808,246500,<=85%,>=800,8.575124745888006,0-9 Months
1881,22284849,2012-04-04,Mortgage Banker - (Large),84.629997253418,808,402000,<=85%,>=800,9.1008028912298,0-9 Months
1882,27112994,2011-08-26,Mortgage Banker - (Large),85.0,808,229585,<=85%,>=800,16.394587157847184,10-19 Months
1883,32934175,2012-01-24,Community Banks,85.0,808,293250,<=85%,>=800,11.433499661184008,10-19 Months
1884,34341458,2012-07-12,Bank Owned Mortgage Company - National,87.3099975585938,808,227000,>85% and <= 90%,>=800,5.848169366927452,0-9 Months
1885,17583733,2010-12-10,Credit Unions,88.0400009155273,808,369750,>85% and <= 90%,>=800,24.904002135567467,20-29 Months
1886,31899143,2011-03-11,Community Banks,90.0,808,74700,>85% and <= 90%,>=800,21.914207683936016,20-29 Months
1887,24603993,2012-11-01,Mortgage Banker - (Large),90.0,808,81000,>85% and <= 90%,>=800,2.168422349534898,0-9 Months
1888,18411337,2012-06-01,Mortgage Banker - (Large),90.0,808,207000,>85% and <= 90%,>=800,7.195219614365798,0-9 Months
1889,20505413,2011-06-21,Community Banks,90.0,808,405000,>85% and <= 90%,>=800,18.56300950738208,10-19 Months
1890,20965881,2011-12-15,Mortgage Banker - (Large),93.0299987792969,808,288400,>90% and <= 95%,>=800,12.747695024538492,10-19 Months
1891,23868364,2012-04-30,Credit Unions,94.9499969482422,808,131500,>90% and <= 95%,>=800,8.246575905049385,0-9 Months
1892,27020631,2010-12-28,Credit Unions,94.9899978637695,808,64500,>90% and <= 95%,>=800,24.31261422205795,20-29 Months
1893,25073915,2011-04-15,Mortgage Banker - (Large),94.9899978637695,808,202000,>90% and <= 95%,>=800,20.76428674100084,20-29 Months
1894,26336724,2010-12-03,Community Banks,95.0,808,44650,>90% and <= 95%,>=800,25.1339863241545,20-29 Months
1895,32806541,2012-10-12,Mortgage Banker - Bank Owned,95.0,808,117515,>90% and <= 95%,>=800,2.82552003121214,0-9 Months
1896,16135678,2011-04-14,Mortgage Banker - Bank Owned,95.0,808,137750,>90% and <= 95%,>=800,20.797141625084706,20-29 Months
1897,17807721,2011-10-28,Mortgage Banker - Bank Owned,95.0,808,180500,>90% and <= 95%,>=800,14.324729460563871,10-19 Months
1898,15718369,2011-02-25,Community Banks,95.0,808,194750,>90% and <= 95%,>=800,22.374176061110084,20-29 Months
1899,32759377,2012-11-26,Mortgage Banker - Bank Owned,95.0,808,283100,>90% and <= 95%,>=800,1.3470502474383457,0-9 Months
1900,30433969,2011-01-14,Community Banks,95.0,808,294500,>90% and <= 95%,>=800,23.75408119263229,20-29 Months
1901,27921962,2012-06-01,Mortgage Banker - Bank Owned,96.9899978637695,808,228900,>95%,>=800,7.195219614365798,0-9 Months
1902,18171013,2012-06-22,Mortgage Banker - (Large),97.0,808,161990,>95%,>=800,6.505267048604694,0-9 Months
1903,14875742,2012-04-20,Credit Unions,97.0,808,164900,>95%,>=800,8.575124745888006,0-9 Months
1904,23973389,2012-08-17,Credit Unions,84.9300003051758,809,204000,<=85%,>=800,4.665393539908417,0-9 Months
1905,21152489,2012-07-13,Community Banks,85.0,809,174250,<=85%,>=800,5.81531448284359,0-9 Months
1906,27133262,2011-12-27,Credit Unions,85.0,809,368900,<=85%,>=800,12.353436415532146,10-19 Months
1907,24159857,2011-09-16,Mortgage Banker - (Large),85.9000015258789,809,67000,>85% and <= 90%,>=800,15.70463459208608,10-19 Months
1908,20666290,2011-04-28,Mortgage Banker - Bank Owned,86.8099975585938,809,395000,>85% and <= 90%,>=800,20.337173247910634,20-29 Months
1909,31854891,2012-11-06,Mortgage Banker - Bank Owned,87.4000015258789,809,555000,>85% and <= 90%,>=800,2.0041479291155877,0-9 Months
1910,29087083,2011-10-24,Mortgage Banker - Bank Owned,88.2399978637695,809,255000,>85% and <= 90%,>=800,14.456148996899321,10-19 Months
1911,17373748,2012-02-29,Community Banks,88.4599990844727,809,575000,>85% and <= 90%,>=800,10.250723834164972,10-19 Months
1912,34258401,2012-05-18,Community Banks,89.620002746582,809,190000,>85% and <= 90%,>=800,7.655187991539868,0-9 Months
1913,15387010,2010-08-08,Mortgage Banker - Bank Owned,89.9100036621094,809,293100,>85% and <= 90%,>=800,28.978007761966364,20-29 Months
1914,28916186,2012-11-15,Mortgage Banker - Bank Owned,90.0,809,202500,>85% and <= 90%,>=800,1.7084539723608287,0-9 Months
1915,23176001,2012-08-31,Community Banks,90.0,809,206900,>85% and <= 90%,>=800,4.205425162734348,0-9 Months
1916,22849992,2012-10-12,Mortgage Banker - Bank Owned,90.0,809,221400,>85% and <= 90%,>=800,2.82552003121214,0-9 Months
1917,24795531,2011-06-20,Credit Unions,90.0,809,301500,>85% and <= 90%,>=800,18.595864391465945,10-19 Months
1918,17044790,2011-05-19,Bank Owned Mortgage Company - National,90.0,809,308250,>85% and <= 90%,>=800,19.64722068214953,10-19 Months
1919,23254119,2012-08-07,Mortgage Banker - Bank Owned,90.0,809,387000,>85% and <= 90%,>=800,4.993942380747038,0-9 Months
1920,23485543,2011-12-14,Bank Owned Mortgage Company - National,94.0,809,153032,>90% and <= 95%,>=800,12.780549908622353,10-19 Months
1921,32829468,2011-11-23,Community Banks,95.0,809,82650,>90% and <= 95%,>=800,13.470502474383457,10-19 Months
1922,17142335,2012-01-09,Bank Owned Mortgage Company - National,95.0,809,95822,>90% and <= 95%,>=800,11.926322922441939,10-19 Months
1923,31210543,2012-09-20,Mortgage Banker - Bank Owned,95.0,809,99750,>90% and <= 95%,>=800,3.5483274810571057,0-9 Months
1924,33913569,2011-06-30,Credit Unions,95.0,809,114000,>90% and <= 95%,>=800,18.267315550627323,10-19 Months
1925,17529878,2010-12-16,Credit Unions,95.0,809,127300,>90% and <= 95%,>=800,24.70687283106429,20-29 Months
1926,15147774,,Mortgage Banker - (Large),95.0,809,141740,>90% and <= 95%,>=800,,Unknown
1927,31311214,2012-03-13,Mortgage Banker - Bank Owned,95.0,809,215650,>90% and <= 95%,>=800,9.823610341074765,0-9 Months
1928,19652565,2011-07-21,Mortgage Banker - (Large),95.0,809,244150,>90% and <= 95%,>=800,17.57736298486622,10-19 Months
1929,20532801,2011-10-24,Community Banks,95.0,809,394203,>90% and <= 95%,>=800,14.456148996899321,10-19 Months
1930,23172097,2012-04-12,Mortgage Banker - (Large),95.0,809,413250,>90% and <= 95%,>=800,8.837963818558903,0-9 Months
1931,33015952,2012-01-31,Mortgage Banker - (Large),82.0199966430664,810,146000,<=85%,>=800,11.203515472596973,10-19 Months
1932,25368525,2012-04-20,Mortgage Banker - Bank Owned,83.4000015258789,810,417000,<=85%,>=800,8.575124745888006,0-9 Months
1933,20570266,2012-07-17,Mortgage Banker - Bank Owned,84.0,810,504000,<=85%,>=800,5.683894946508142,0-9 Months
1934,29174714,2009-07-29,Credit Unions,87.370002746582,810,207500,>85% and <= 90%,>=800,41.29858929341465,>=40 Months
1935,249567785,2012-05-24,Mortgage Banker - (Large),90.0,810,144000,>85% and <= 90%,>=800,7.4580586870366945,0-9 Months
1936,17090046,2010-06-02,Mortgage Banker - (Large),90.0,810,154800,>85% and <= 90%,>=800,31.179284995585125,30-39 Months
1937,16936466,2011-06-27,Credit Unions,95.0,810,151905,>90% and <= 95%,>=800,18.36588020287891,10-19 Months
1938,23057528,2011-03-11,Mortgage Banker - Bank Owned,95.0,810,269800,>90% and <= 95%,>=800,21.914207683936016,20-29 Months
1939,18832626,2012-08-02,Mortgage Banker - Bank Owned,83.5299987792969,811,284000,<=85%,>=800,5.158216801166349,0-9 Months
1940,26135439,2012-03-05,Mortgage Banker - Bank Owned,84.0699996948242,811,315250,<=85%,>=800,10.086449413745662,10-19 Months
1941,26312576,2010-08-31,Community Banks,88.9800033569336,811,109000,>85% and <= 90%,>=800,28.222345428037535,20-29 Months
1942,31006382,2012-04-09,Community Banks,89.0699996948242,811,171900,>85% and <= 90%,>=800,8.936528470810488,0-9 Months
1943,24028504,2012-05-07,Mortgage Banker - Bank Owned,90.0,811,154260,>85% and <= 90%,>=800,8.01659171646235,0-9 Months
1944,20085395,2012-11-09,Community Banks,90.0,811,187200,>85% and <= 90%,>=800,1.9055832768640013,0-9 Months
1945,22157355,2012-06-22,Community Banks,90.0,811,189000,>85% and <= 90%,>=800,6.505267048604694,0-9 Months
1946,19213103,2012-08-14,Credit Unions,90.0,811,252000,>85% and <= 90%,>=800,4.763958192160003,0-9 Months
1947,27611634,2011-04-05,Community Banks,91.2099990844727,811,193369,>90% and <= 95%,>=800,21.092835581839463,20-29 Months
1948,32916037,2012-06-13,Community Banks,95.0,811,168150,>90% and <= 95%,>=800,6.800961005359453,0-9 Months
1949,31708076,2011-04-28,Credit Unions,95.0,811,180500,>90% and <= 95%,>=800,20.337173247910634,20-29 Months
1950,29748912,2012-08-21,Mortgage Banker - Bank Owned,95.0,811,210425,>90% and <= 95%,>=800,4.533974003572968,0-9 Months
1951,17830079,2012-01-16,Mortgage Banker - (Large),95.0,811,244853,>90% and <= 95%,>=800,11.696338733854905,10-19 Months
1952,15136127,2012-07-18,Credit Unions,95.0,811,276355,>90% and <= 95%,>=800,5.65104006242428,0-9 Months
1953,15072747,2012-09-18,Credit Unions,84.4599990844727,812,288000,<=85%,>=800,3.6140372492248303,0-9 Months
1954,25205356,2010-02-16,Mortgage Banker - Bank Owned,85.0,812,284750,<=85%,>=800,34.66190270847451,30-39 Months
1955,27847196,2012-06-27,Mortgage Banker - Bank Owned,86.0,812,322500,>85% and <= 90%,>=800,6.340992628185384,0-9 Months
1956,22382836,2010-06-18,Mortgage Banker - Bank Owned,87.3199996948242,812,124000,>85% and <= 90%,>=800,30.65360685024333,30-39 Months
1957,33566059,2011-05-11,Credit Unions,90.0,812,51300,>85% and <= 90%,>=800,19.910059754820427,10-19 Months
1958,16997557,2012-02-17,Mortgage Banker - Bank Owned,90.0,812,64800,>85% and <= 90%,>=800,10.644982443171317,10-19 Months
1959,34195136,2011-07-11,Credit Unions,95.0,812,33155,>90% and <= 95%,>=800,17.90591182570484,10-19 Months
1960,29813860,2010-01-04,Credit Unions,95.0,812,242250,>90% and <= 95%,>=800,36.074662724080575,30-39 Months
1961,26834610,2011-12-22,Credit Unions,82.4800033569336,813,51963,<=85%,>=800,12.517710835951457,10-19 Months
1962,32855872,2012-05-15,Mortgage Banker - Bank Owned,83.5999984741211,813,209000,<=85%,>=800,7.7537526437914535,0-9 Months
1963,31430983,2012-07-05,Mortgage Banker - Bank Owned,85.0,813,170000,<=85%,>=800,6.078153555514487,0-9 Months
1964,32846403,2012-12-04,Mortgage Banker - Bank Owned,85.0,813,357000,<=85%,>=800,1.084211174767449,0-9 Months
1965,16152386,2012-08-01,Mortgage Banker - Bank Owned,85.1900024414063,813,157600,>85% and <= 90%,>=800,5.19107168525021,0-9 Months
1966,34288300,2012-12-21,Mortgage Banker - Bank Owned,87.5199966430664,813,547000,>85% and <= 90%,>=800,0.5256781453417935,0-9 Months
1967,26210007,2011-09-23,Community Banks,88.0,813,440000,>85% and <= 90%,>=800,15.474650403499044,10-19 Months
1968,17772868,2011-12-21,Credit Unions,89.8399963378906,813,230000,>85% and <= 90%,>=800,12.55056572003532,10-19 Months
1969,19688734,2010-09-01,Mortgage Banker - (Large),90.0,813,106000,>85% and <= 90%,>=800,28.189490543953674,20-29 Months
1970,27734901,2012-10-17,Mortgage Banker - Bank Owned,90.0,813,236250,>85% and <= 90%,>=800,2.6612456107928293,0-9 Months
1971,26985150,2010-02-12,Credit Unions,90.120002746582,813,93000,>90% and <= 95%,>=800,34.79332224480996,30-39 Months
1972,16193513,2010-08-10,Credit Unions,95.0,813,160550,>90% and <= 95%,>=800,28.912297993798642,20-29 Months
1973,23746381,2012-04-23,Mortgage Banker - (Large),95.0,813,330600,>90% and <= 95%,>=800,8.47656009363642,0-9 Months
1974,28971792,2012-06-21,Community Banks,97.0,813,168780,>95%,>=800,6.538121932688556,0-9 Months
1975,26538550,2012-05-25,Community Banks,83.1399993896484,814,212000,<=85%,>=800,7.425203802952833,0-9 Months
1976,23758129,2011-03-16,Community Banks,88.6999969482422,814,230000,>85% and <= 90%,>=800,21.749933263516706,20-29 Months
